,AREA,YEAR_op,STOCK_TECHNO,Cmax_Pvar
0,France,2020,saltCavernH2_G,0.0
1,France,2020,Battery,0.0
2,France,2030,saltCavernH2_G,650.3001803819881
3,France,2030,Battery,0.0
4,France,2040,saltCavernH2_G,17866.6611216825
5,France,2040,Battery,2974.997284085061
6,France,2050,saltCavernH2_G,34649.42731074208
7,France,2050,Battery,48471.52402245413
