,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,France,2020,uranium,1929426250.726213
1,France,2020,gazBio,-0.0
2,France,2020,electricity,-0.0
3,France,2020,gaz,-0.0
4,France,2020,gazNat,228301705.19427198
5,France,2020,hydrogen,-0.0
6,France,2030,uranium,1108912216.5109403
7,France,2030,gazBio,281839998.9216412
8,France,2030,electricity,-0.0
9,France,2030,gaz,-0.0
10,France,2030,gazNat,6325563.995540856
11,France,2030,hydrogen,-0.0
12,France,2040,uranium,488113219.82474536
13,France,2040,gazBio,78028024.20219314
14,France,2040,electricity,-0.0
15,France,2040,gaz,-0.0
16,France,2040,gazNat,1091322.9595573342
17,France,2040,hydrogen,-0.0
18,France,2050,uranium,226126111.1827348
19,France,2050,gazBio,57242081.88682367
20,France,2050,electricity,-0.0
21,France,2050,gaz,-0.0
22,France,2050,gazNat,-0.0
23,France,2050,hydrogen,-0.0
