,AREA,YEAR_op,STOCK_TECHNO,storageCosts_Pvar
0,France,2020,Battery,-0.0
1,France,2020,saltCavernH2_G,-0.0
2,France,2030,Battery,-0.0
3,France,2030,saltCavernH2_G,50583609.82749241
4,France,2040,Battery,32100062.40695761
5,France,2040,saltCavernH2_G,227672292.10284403
6,France,2050,Battery,277097742.76623136
7,France,2050,saltCavernH2_G,382718965.9136795
