,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,hydrogen,-0.0
1,Marseille,2020,electricity,-0.0
2,Marseille,2020,gaz,-0.0
3,Marseille,2020,gazNat,34330520.63839719
4,Marseille,2020,gazBio,-0.0
5,Marseille,2030,hydrogen,103581926.42167816
6,Marseille,2030,electricity,-5.6360415060348584e-11
7,Marseille,2030,gaz,-0.0
8,Marseille,2030,gazNat,-0.0
9,Marseille,2030,gazBio,-0.0
10,Marseille,2040,hydrogen,66097721.109631896
11,Marseille,2040,electricity,1190878.40105246
12,Marseille,2040,gaz,-0.0
13,Marseille,2040,gazNat,5.777707567530455e-13
14,Marseille,2040,gazBio,-0.0
15,Marseille,2050,hydrogen,46516217.76457461
16,Marseille,2050,electricity,1683254.716889476
17,Marseille,2050,gaz,-0.0
18,Marseille,2050,gazNat,-1.3946603084688892e-12
19,Marseille,2050,gazBio,-0.0
