,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HCH,0.0
1,Marseille,2020,HCE,0.0
2,Marseille,2020,HPE,0.0
3,Marseille,2020,P,0.0
4,Marseille,2020,HPH,0.0
5,Marseille,2030,HCH,2036.0705820567512
6,Marseille,2030,HCE,2036.0705820567512
7,Marseille,2030,HPE,2036.0705820567512
8,Marseille,2030,P,1982.9705820567515
9,Marseille,2030,HPH,2036.0705820567512
10,Marseille,2040,HCH,2847.9640801476658
11,Marseille,2040,HCE,2847.9640801476658
12,Marseille,2040,HPE,2847.9640801476658
13,Marseille,2040,P,2809.7140801476658
14,Marseille,2040,HPH,2847.9640801476658
15,Marseille,2050,HCH,2655.0155213358075
16,Marseille,2050,HCE,2655.0155213358075
17,Marseille,2050,HPE,2655.0155213358075
18,Marseille,2050,P,2595.465521335808
19,Marseille,2050,HPH,2655.0155213358075
