,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,12922180.332313938
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,gaz,-0.0
4,Marseille,2020,hydrogen,-0.0
5,Marseille,2030,gazNat,11651307.362924254
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,1.288120986059186e-10
8,Marseille,2030,gaz,-0.0
9,Marseille,2030,hydrogen,4.3226331854043404e-11
10,Marseille,2040,gazNat,5252711.221103022
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,-0.0
13,Marseille,2040,gaz,-0.0
14,Marseille,2040,hydrogen,-0.0
15,Marseille,2050,gazNat,684291.514661366
16,Marseille,2050,gazBio,188448.05638415186
17,Marseille,2050,electricity,359535.40163866617
18,Marseille,2050,gaz,-0.0
19,Marseille,2050,hydrogen,1382569.100513802
