,AREA,YEAR_op,STOCK_TECHNO,Cmax_Pvar
0,France,2020,saltCavernH2_G,0.0
1,France,2020,Battery,0.0
2,France,2030,saltCavernH2_G,2831.558958033381
3,France,2030,Battery,0.0
4,France,2040,saltCavernH2_G,27362.52202534154
5,France,2040,Battery,3633.3453150050004
6,France,2050,saltCavernH2_G,48230.0
7,France,2050,Battery,61224.72704790744
